Item Number,Brand,Processor,Type,Release Year,Model,Price,Ram Size Clean,GPU Clean,Maximum Resolution Clean,Screen Size Clean,Processor Speed Clean,Refurbished,Condition Clean,OS Clean,SSD Capacity Clean,Hard Drive Capacity Clean,Storage Type Clean
85264983395,Lenovo,Intel Core i5 3rd Gen.,Laptop,nan,Lenovo ThinkPad X230,144.95,16.0,Unknown,1150 x 647,12.0,Unknown,False,Good,Linux,500 GB,500 GB,HDD
85264983397,Lenovo,AMD Ryzen 3 4000 Series,Laptop,2021,Lenovo Thinkpad L14 Gen1,209.95,8.0,AMD Radeon,1366 x 768,14.0,2.5,False,New,Windows 11 Home,128 GB,Unknown,SSD
85264983398,HP,Intel Core i5-1135G7,Laptop,nan,HP 15-dy2152wm,119.99,Unknown,Unknown,1496 x 841,15.6,Unknown,False,Not Working,Unknown,Unknown,Unknown,HDD
85264983399,Dell,Intel Core i5 8th Gen.,Laptop,nan,Dell Latitude 5490,239.99,32.0,Intel UHD Graphics 620,1342 x 755,14.0,1.7,False,Excellent,Windows 11 Pro,500 GB,500 GB,SSD
85264983400,Dell,Intel Core i5 8th Gen.,Laptop,nan,Dell Latitude 5590,190.7,8.0,Unknown,1496 x 841,15.6,1.7,False,Good,Windows 11 Home,256 GB,Unknown,SSD
85264983401,Lenovo,Intel Core i5 3rd Gen.,Laptop,nan,LENOVO IDEAPAD P580,230,4.0,Unknown,1496 x 841,15.6,2.5,False,Good,Unknown,500 GB,500 GB,HDD
85264983402,Lenovo,Intel Core i3 10th Gen.,Laptop,nan,Lenovo 15IIL05,215,12.0,Intel UHD Graphics,1366 x 768,15.6,1.2,False,Unknown,Windows 11 Pro,512 GB,Unknown,HDD
85264983404,Dell,Intel Core i5-1135G7,Laptop,2023,Dell Inspiron 15 3520,599,16.0,Intel UHD Graphics,1920 x 1080,15.6,2.4,False,New,Windows 11 Home,1 TB,1 TB,SSD
85264983405,Gateway,Intel Core i5 12th Gen.,Laptop,2021,Gateway i5-12th,319.99,8.0,Intel Iris Xe,1920 x 1080,14.1,1.2,False,New,Windows 11 Home,512 GB,512 GB,SSD
85264983406,HP,Intel Core i7 8th Gen.,Laptop,nan,15-da0041dx,226.5,16.0,Intel UHD Graphics 620,1366 x 768,15.6,1.8,False,Unknown,Windows 11 Home,500 GB,Unknown,SSD
85264983407,Dell,Intel Core i7 11th Gen.,Unknown,nan,Dell Latitude E5520,599,Unknown,Unknown,1438 x 809,15.0,Unknown,False,Excellent,Windows 11 Pro,Unknown,Unknown,Unknown
85264983408,Microsoft,Intel Core i7 10th Gen.,Laptop,nan,Microsoft Surface Book 3,725.18,16.0,Unknown,1294 x 728,13.5,1.3,False,Very Good,Windows 11 Home,256 GB,Unknown,SSD
85264983409,Acer,Intel Core i5 4th Gen.,Laptop,nan,Acer TravelMate-P 645-M,105.05,8.0,Unknown,1920 x 1080,14.0,1.6,False,Good,Windows 10 Home,128 GB,Unknown,SSD
85264983410,Dell,Intel Core i5-4300Y,Laptop,nan,i5-4300Y,31.95,8.0,Unknown,1920 x 1080,10.8,1.6,False,Not Working,Unknown,Unknown,Unknown,SSD
85264983411,Dell,Intel Core i5 1st Gen.,Laptop,2010,Dell Latitude E4310,74.99,4.0,Unknown,1366 x 768,13.3,Unknown,False,Good,Windows XP,250 GB,250 GB,HDD
85264983412,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad T490S,189,16.0,Intel UHD Graphics 620,1920 x 1080,14.0,Unknown,False,Good,Windows 11 Pro,256 GB,256 GB,SSD
85264983413,Dell,Intel Core i7 6th Gen.,Laptop,2016,Dell Latitude E7470,180.49,16.0,Unknown,1342 x 755,14.0,Unknown,False,Very Good,Windows 10 Pro,240 GB,Unknown,SSD
85264983414,HP,Intel Core i5 12th Gen.,Laptop,nan,HP EliteBook 860 G9,725.18,16.0,Unknown,1534 x 863,16.0,3.3,False,New,Windows 11 Home,256 GB,Unknown,SSD
85264983415,Lenovo,Intel Core i5 2nd Gen.,Laptop,nan,Lenovo ThinkPad T420,198,16.0,NVS 4200M,1600 x 900,14.0,2.5,False,Good,Windows 10 Home,256 GB,Unknown,SSD
85264983417,Lenovo,Intel Core i7 6th Gen.,Laptop,nan,Lenovo ThinkPad X260,164.3,8.0,Unknown,1198 x 674,12.5,2.6,False,Good,Windows 10 Home,512 GB,Unknown,SSD
85264983418,Acer,Intel Core i3 11th Gen.,Laptop,nan,Acer Aspire 3,248.95,4.0,Intel UHD Graphics,1920 x 1080,15.6,4.1,Unknown,Unknown,Windows 11 Home,128 GB,128 GB,SSD
85264983419,HP,Intel Celeron N,Laptop,nan,14-ca061dx,50,32.0,Unknown,1342 x 755,14.0,1.1,False,Good,Chrome OS,32 GB,32 GB,SSD
85264983420,HP,i5,Laptop,nan,HP 840 G1,48,4.0,Unknown,Unknown,Unknown,Unknown,False,Unknown,Windows 10 Pro,128 GB,128 GB,SSD
85264983421,Acer,AMD Ryzen 3,Unknown,nan,Acer Aspire 3,190,8.0,Unknown,1496 x 841,15.6,Unknown,False,Good,Windows 11 Pro,128 GB,128 GB,SSD
85264983422,Dell,Intel Core i5 5th Gen.,Laptop,nan,Dell Latitude 3350,99.99,8.0,Unknown,1275 x 717,13.3,2.2,False,Unknown,Windows 10 Home,128 GB,128 GB,SSD
85264983423,Samsung,Intel Celeron N,Laptop,nan,Samsung Galaxy Chromebook Go,150,4.0,Intel UHD Graphics,1366 x 768,14.0,1.1,Unknown,Unknown,Chrome OS,32 GB,Unknown,SSD
85264983424,Samsung,Intel Celeron,Laptop,nan,Samsung ChromeBook,20.97,4.0,Unknown,1112 x 626,11.6,Unknown,False,Not Working,Chrome OS,16 GB,16 GB,SSD
85264983425,Lenovo,Intel Core i7 2nd Gen.,Laptop,nan,Lenovo ThinkPad T420,198,8.0,Unknown,1366 x 768,14.0,Unknown,False,Unknown,Windows 11 Pro,128 GB,Unknown,SSD
85264983426,Dell,Intel Core i7 11th Gen.,Laptop,2022,Latitude 5430 Rugged,1329.99,16.0,Intel Iris Xe,1920 x 1080,14.0,1.8,False,Very Good,Windows 11 Pro,256 GB,256 GB,SSD
85264983427,Dell,Intel Core i3 12th Gen.,Tablet,2023,Latitude 7230 Rugged Extreme Tablet,1049.99,8.0,Intel Iris Xe,1920 x 1200,14.0,3.3,False,Excellent,Windows 11 Pro,256 GB,256 GB,SSD
85264983429,Dell,Intel Celeron,Laptop,2019,Dell Latitude 3189,139.99,4.0,Intel UHD Graphics 600,1366 x 768,11.6,1.1,False,Good,Windows 10 Home,128 GB,128 GB,SSD
85264983430,Toshiba,Intel Core i5 4th Gen.,Laptop,nan,Toshiba Tecra,109.99,8.0,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 7 Pro,256 GB,Unknown,SSD
85264983431,Lenovo,Intel Core i5 6th Gen.,Laptop,nan,Lenovo ThinkPad T470S,144.51,8.0,Unknown,1342 x 755,14.0,2.3,False,Good,Windows 10 Home,256 GB,Unknown,SSD
85264983433,HP,Intel Core i5 8th Gen.,Laptop,nan,HP ProBook,152.95,8.0,Unknown,1920 x 1080,14.0,1.6,False,Good,Windows 10 Pro,120 GB,Unknown,SSD
85264983434,Dell,Intel Core i5 11th Gen.,Laptop,2023,Dell Inspiron 15 3520,399,8.0,Intel UHD Graphics,1920 x 1080,15.6,2.5,Unknown,Unknown,Windows 11 Home,256 GB,Unknown,SSD
85264983435,Dell,Intel Core i7-1065G7,Laptop,nan,Dell Inspiron 17 3793,899,8.0,Unknown,1920 x 1080,17.3,1.3,False,New,Windows 10 Home,2 TB,2 TB,HDD
85264983436,Microsoft,Microsoft SQ2,Laptop,2021,Microsoft Surface Pro X,509.99,16.0,Qualcomm Adreno,2880 x 1920,13.0,1.8,False,Unknown,Windows 11 Home,256 GB,256 GB,SSD
85264983437,Lenovo,Intel Core i7 8th Gen.,Laptop,nan,Lenovo ThinkPad X1 Tablet Gen 3,419.99,16.0,Intel UHD Graphics 620,3000 x 2000,13.0,1.8,False,Excellent,Windows 11 Pro,256 GB,256 GB,SSD
85264983438,HP,Intel Core i5 i5-3210M,Laptop,nan,HP ProBook 4540s,115.61,8.0,AMD Radeon HD 7650M,1366 x 768,15.6,2.5,False,Good,Windows 10 Home,256 GB,Unknown,SSD
85264983439,Dell,Intel Core i5 i5-2520M,Laptop,nan,Dell Latitude E5420,97.66,4.0,Unknown,1366 x 768,14.0,2.5,False,Good,Windows 7 Home,500 GB,500 GB,HDD
85264983440,Dell,Intel Core i5 6th Gen.,Laptop,nan,7480,159.99,8.0,Unknown,1366 x 768,14.0,2.4,False,Good,Windows 10 Pro,256 GB,Unknown,SSD
85264983441,Dell,Intel Core i5 11th Gen.,Laptop,nan,Dell Latitude 5520,399.99,16.0,Unknown,1920 x 1080,15.6,2.6,Unknown,Unknown,Windows 11 Pro,256 GB,256 GB,SSD
85264983442,HP,Intel Core i5 12th Gen.,Laptop,nan,Hp Pavilion 15,399,12.0,Intel Iris Xe,1920 x 1080,15.6,3.3,Unknown,Unknown,Windows 11 Home,512 GB,Unknown,SSD
85264983443,Acer,Intel Core i5 11th Gen.,Laptop,nan,Acer Nitro 5,629,16.0,NVIDIA RTX 3050 Ti,1920 x 1080,15.6,2.7,False,New,Windows 11 Home,512 GB,512 GB,SSD
85264983444,HP,Intel Core i7 12th Gen.,Laptop,nan,ENVY 17 17T,839.55,32.0,Unknown,1659 x 933,17.3,Unknown,False,Excellent,Windows 11 Home,1 TB,1 TB,SSD
85264983445,Dell,Intel Celeron,Laptop,nan,Chromebooks,129.95,Unknown,Intel Integrated Graphics,1366 x 768,11.6,Unknown,False,Good,Chrome OS,16 GB,Unknown,SSD
85264983446,Lenovo,Intel Core i5 11th Gen.,Laptop,nan,Lenovo ThinkPad X1 Yoga,549.99,16.0,Intel Iris Xe,2256 x 1504,13.5,1.8,Unknown,Unknown,Windows 10 Pro,256 GB,256 GB,SSD
85264983447,Dell,Intel Core i7 11th Gen.,Laptop,nan,Dell Latitude 7420,349.99,16.0,Intel Iris Xe,1920 x 1080,14.0,3.0,False,Good,Windows 11 Pro,256 GB,256 GB,SSD
85264983448,HP,Intel Core i5 3rd Gen.,Laptop,nan,HP EliteBook Folio 9470m,85,8.0,Unknown,1342 x 755,14.0,Unknown,False,Good,Unknown,Unknown,Unknown,SSD
85264983450,Microsoft,Intel Core i5 7th Gen.,Unknown,nan,Microsoft Surface Pro,120,8.0,Unknown,1179 x 663,12.3,2.6,False,Unknown,Windows 10 Pro,256 GB,256 GB,SSD
85264983451,Samsung,Samsung Exynos 5 Dual,Laptop,2012,Samsung ChromeBook,29,2.0,Unknown,1366 x 768,11.6,1.7,False,Good,Chrome OS,16 GB,Unknown,SSD
85264983452,Acer,Intel Celeron,Laptop,2017,Chromebook C738T-C44Z,57.99,4.0,Unknown,1366 x 768,11.6,1.6,False,Good,Chrome OS,32 GB,32 GB,SSD
85264983453,HP,Intel Core i5 10th Gen.,Laptop,2020,HP EliteBook x360 1040 G7,548,16.0,Intel UHD Graphics,1920 x 1080,14.0,1.7,Unknown,Unknown,Windows 10 Pro,256 GB,256 GB,SSD
85264983454,HP,Intel Core i7 8th Gen.,Laptop,nan,HP Zbook 17 G5,524.95,64.0,NVIDIA Quadro P3200,1920 x 1080,17.3,2.6,False,Unknown,Windows 10 Pro,512 GB,512 GB,SSD
85264983455,Lenovo,Intel Core i3 11th Gen.,Laptop,2023,IdeaPad 3,338.75,8.0,Intel UHD Graphics,1920 x 1080,15.6,Unknown,False,New,Windows 10 Home,256 GB,Unknown,SSD
85264983456,Lenovo,Intel I7-10610u,Laptop,nan,ThinkPad T14s Gen 1,299.99,16.0,Unknown,1342 x 755,14.0,Unknown,False,Unknown,Windows 10 Home,512 GB,512 GB,SSD
85264983457,HP,Intel Core i5 6th Gen.,Laptop,nan,HP ProBook 450 G3,167.77,12.0,Unknown,1920 x 1080,15.6,2.3,False,Unknown,Windows 10 Home,256 GB,12 GB,SSD
85264983458,Microsoft,Intel Core i5 6th Gen.,Laptop,nan,Microsoft Surface Book,149.99,8.0,Unknown,1294 x 728,13.5,2.4,False,Good,Windows 11 Pro,128 GB,128 GB,SSD
85264983459,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad T480s,189.99,8.0,Intel UHD Graphics,1920 x 1080,14.0,1.7,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264983460,Dell,Intel Core i5 11th Gen.,Laptop,nan,Latitude 7420,329.95,16.0,Intel Iris Xe,1920 x 1080,14.0,2.6,False,Good,Windows 10 Home,512 GB,Unknown,SSD
85264983461,Toshiba,Intel Celeron,Laptop,nan,2,40,4.0,Unknown,1920 x 1080,13.3,Unknown,False,Good,Chrome OS,16 GB,16 GB,SSD
85264983462,Gateway,AMD Ryzen 7,Laptop,nan,Gateway GWNR71517-BL,77,8.0,AMD RX Vega 10,1496 x 841,15.6,Unknown,False,Good,Unknown,Unknown,Unknown,Unknown
85264983463,Acer,Intel Celeron,Unknown,nan,Acer ChromeBook,37,4.0,Unknown,1112 x 626,11.6,1.4,False,Good,Chrome OS,Unknown,Unknown,Unknown
85264983464,Dell,Intel Core i7 9th Gen.,Laptop,nan,Precision 7740,649.99,32.0,NVIDIA Quadro RTX 4000,1920 x 1080,17.3,2.4,False,Unknown,Windows 10 Pro,512 GB,32 GB,SSD
85264983465,Apple,Intel Core i7 9th Gen.,Laptop,nan,"Apple MacBook Pro 15""",593.21,32.0,Unknown,1476 x 831,15.4,2.6,False,Good,macOS,512 GB,Unknown,SSD
85264983466,Toshiba,Intel i7-Q740 1.73GHz,Laptop,nan,Toshiba Qosmio,799.99,8.0,Unknown,1764 x 992,18.4,Unknown,False,Unknown,Windows Unknown,500 GB,500 GB,HDD
85264983467,HP,Intel Core m3 7th Gen.,Laptop,nan,HP ProBook,88.95,8.0,Unknown,1366 x 768,11.6,1.0,False,Good,Windows 10 Pro,256 GB,Unknown,SSD
85264983468,Lenovo,Intel Celeron,Laptop,2019,Lenovo Thinkpad Yoga 11e,35,4.0,Unknown,1366 x 768,11.6,Unknown,False,Good,Chrome OS,16 GB,16 GB,SSD
85264983470,Samsung,Intel i5-2467M,Laptop,nan,samsung 700t,53,4.0,Unknown,1170 x 658,12.2,1.6,False,Unknown,Windows 11 Pro,64 GB,64 GB,SSD
85264983471,Dell,Intel Core i5 6th Gen.,Laptop,2018,Dell Latitude E7480,10.99,8.0,Unknown,1366 x 768,14.0,2.4,Unknown,Unknown,Windows 10 Pro,128 GB,128 GB,SSD
85264983472,HP,Intel Celeron,Laptop,2016,HP Chromebook 11 G4,37.95,4.0,Intel HD Graphics,1366 x 768,11.6,Unknown,False,Unknown,Chrome OS,16 GB,16 GB,SSD
85264983473,Lenovo,AMD Ryzen 3,Unknown,nan,Thinkpad E485,125,8.0,Unknown,1366 x 768,14.0,2.5,False,Unknown,Windows 11 Home,500 GB,500 GB,HDD
85264983475,Lenovo,Intel Core i3 11th Gen.,Laptop,2021,Lenovo IdeaPad Flex 5 14ITL05,269.99,4.0,Intel UHD Graphics,1920 x 1080,14.0,Unknown,Unknown,Unknown,Windows 11 Home,128 GB,Unknown,SSD
85264983476,Lenovo,Intel Core i7 12th Gen.,Laptop,2023,82R,616.4,16.0,Intel Iris Xe,2560 x 1600,16.0,4.7,False,New,Windows 11 Home,512 GB,512 GB,SSD
85264983477,Dell,Intel Core i3 8th Gen.,Laptop,nan,LATITUDE 5400 CHROME,95,8.0,Unknown,1920 x 1080,14.0,Unknown,False,Good,Chrome OS,128 GB,Unknown,SSD
85264983478,Dell,i5,Unknown,nan,Dell Latitude E5430,22.55,Unknown,Unknown,1342 x 755,14.0,Unknown,False,Not Working,Unknown,Unknown,Unknown,Unknown
85264983479,Dell,core i5 8th gen,Laptop,2020,DELL LATITUDE 5400,279.99,32.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.9,False,Excellent,Windows 11 Pro,500 GB,500 GB,SSD
85264983480,HP,Intel Core i5 6th Gen.,Unknown,nan,EliteBook 820 G3 Windows 7,184.1,8.0,Unknown,1198 x 674,12.5,Unknown,Unknown,Unknown,Unknown,256 GB,256 GB,Unknown
85264983483,Dell,Intel Celeron,Laptop,nan,Dell Chromebook 11 3120,96.99,4.0,Unknown,1366 x 768,11.6,Unknown,False,Good,Chrome OS,16 GB,16 GB,SSD
85264983484,Fujitsu,Core i5 8th gen i5-8365U,Laptop,nan,Does Not Apply,226.71,Unknown,Unknown,1366 x 768,13.3,Unknown,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264983488,Google,Google Tensor G2,Tablet,2023,Google Pixel Tablet GA04754-US,299.99,8.0,Unknown,2560 x 1600,10.95,Unknown,False,New,Android,128 GB,Unknown,UFS
85264983489,Lenovo,Intel Celeron N,Laptop,nan,Lenovo N23 Chromebook,16,4.0,Unknown,1366 x 768,11.6,1.6,Unknown,Unknown,Chrome OS,16 GB,Unknown,SSD
85264983490,Dell,Intel Core i3 3rd Gen.,Laptop,nan,E5530,119,4.0,Unknown,1366 x 768,15.6,Unknown,False,Good,Windows 10 Pro,320 GB,320 GB,HDD
85264983491,Dell,Intel Core i5 4th Gen.,Laptop,nan,Dell Latitude E7440,189.99,16.0,Unknown,1342 x 755,14.0,2.1,False,Good,Windows 10 Pro,1 TB,Unknown,SSD
85264983493,Samsung,Intel Core i5 10th Gen.,Laptop,2022,Samsung Galaxy Chromebook 4k,349.99,8.0,Intel UHD Graphics,3840 x 2160,13.3,1.6,False,Unknown,Chrome OS,256 GB,256 GB,SSD
85264983494,HP,Intel Core i3 2nd Gen.,Laptop,nan,hp probook 4430s,89,2.0,Unknown,Unknown,Unknown,Unknown,False,Good,Windows 7 Home,320 GB,320 GB,HDD
85264983495,HP,AMD A4,Laptop,2019,11A G6 EE,45.89,4.0,Unknown,1366 x 768,11.6,1.6,False,Good,Chrome OS,16 GB,16 GB,SSD
85264983496,Lenovo,Intel Core i5 6th Gen.,Laptop,nan,Lenovo ThinkPad 13 Chromebook,109,8.0,Unknown,1275 x 717,13.3,2.4,False,Unknown,Chrome OS,32 GB,Unknown,SSD
85264983498,Lenovo,Intel Core i7 6th Gen.,Laptop,nan,Lenovo ThinkPad X260,164.3,8.0,Unknown,1198 x 674,12.5,2.6,False,Good,Windows 10 Home,512 GB,Unknown,SSD
85264983499,HP,i5,Laptop,nan,HP 840 G1,48,4.0,Unknown,Unknown,Unknown,Unknown,False,Unknown,Windows 10 Pro,128 GB,128 GB,SSD
85264983500,Dell,Intel Core i5 8th Gen.,Laptop,nan,Dell Latitude 5490,170.9,8.0,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 10 Pro,256 GB,Unknown,SSD
85264983501,Lenovo,AMD Athlon,Laptop,nan,Lenovo FLEX 3,189.99,4.0,AMD Radeon,1920 x 1080,11.6,2.8,Unknown,Unknown,Windows 10 Home,64 GB,64 GB,SSD
85264983502,Lenovo,Intel Core i7 4th Gen.,Laptop,nan,Lenovo Thinkpad T540p,339,16.0,NVIDIA GT 730M,1920 x 1080,15.6,2.7,False,Very Good,Windows 10 Pro,1 TB,Unknown,SSD
85264983503,Acer,Intel Core i5 11th Gen.,Laptop,nan,Acer Nitro 5,629,16.0,NVIDIA RTX 3050 Ti,1920 x 1080,15.6,2.7,False,New,Windows 11 Home,512 GB,512 GB,SSD
85264983504,Dell,Intel Core i3 12th Gen.,Laptop,nan,Dell Inspiron 15 3520,299.9,8.0,Unknown,1920 x 1080,15.6,Unknown,False,New,Windows 11 Home,256 GB,512 GB,SSD
85264983505,Dell,Intel Celeron,Laptop,2019,Dell Latitude 3189,139.99,4.0,Intel UHD Graphics 600,1366 x 768,11.6,1.1,False,Good,Windows 10 Home,128 GB,128 GB,SSD
85264983506,Asus,Intel Core i5 8th Gen.,Laptop,nan,ASUS VivoBook Flip,130,8.0,Unknown,1342 x 755,14.0,Unknown,False,Unknown,Windows 10 Home,1 TB,1 TB,Unknown
85264983507,Dell,Intel Core M5,Laptop,nan,Dell Latitude 5175,131.31,8.0,Unknown,1035 x 582,10.8,1.1,False,Very Good,Windows 10 Home,256 GB,Unknown,SSD
85264983508,Gateway,Intel Pentium,Laptop,nan,Samsung ChromeBook,139.99,4.0,Intel UHD Graphics,1366 x 768,15.6,1.1,Unknown,Unknown,Chrome OS,128 GB,128 GB,SSD
85264983510,Toshiba,Intel Core i5 4th Gen.,Laptop,nan,Toshiba Tecra,109.99,8.0,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 7 Pro,256 GB,Unknown,SSD
85264983511,HP,Intel Core i5 i5-3210M,Laptop,nan,HP ProBook 4540s,115.61,8.0,AMD Radeon HD 7650M,1366 x 768,15.6,2.5,False,Good,Windows 10 Home,256 GB,Unknown,SSD
85264983512,HP,Intel Core i7 6th Gen.,Laptop,nan,ProBook 650 G2,299,16.0,Unknown,1496 x 841,15.6,2.7,False,Very Good,Windows 10 Pro,1 TB,Unknown,SSD
85264983513,Dell,Intel Core i5 i5-2520M,Laptop,nan,Dell Latitude E5420,97.66,4.0,Unknown,1366 x 768,14.0,2.5,False,Good,Windows 7 Home,500 GB,500 GB,HDD
85264983514,Dell,Intel Core i7 13th Gen.,Laptop,nan,Dell Latitude 5440,825,16.0,Intel Iris Xe,1920 x 1080,14.0,3.9,False,New,Windows 11 Pro,512 GB,512 GB,SSD
85264983515,Dell,Intel Core i7 6th Gen.,Laptop,nan,Dell Precision 7710,449,32.0,Unknown,1920 x 1080,17.3,3.8,False,Good,Windows 11 Pro,1 TB,1 TB,SSD
85264983516,Dell,Unspecified,Unknown,nan,Dell Latitude E6410,95,Unknown,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 7 Home,250 GB,250 GB,Unknown
85264983517,Lenovo,Intel Core i5 11th Gen.,Laptop,nan,Lenovo ThinkPad X1 Yoga,549.99,16.0,Intel Iris Xe,2256 x 1504,13.5,1.8,Unknown,Unknown,Windows 10 Pro,256 GB,256 GB,SSD
85264983518,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad L480,99.95,8.0,Unknown,1342 x 755,14.0,1.7,False,Good,Unknown,Unknown,Unknown,Unknown
85264983519,Microsoft,Intel Core i5 10th Gen.,Laptop,2019,Microsoft Surface Laptop 3,259.84,8.0,Unknown,2256 x 1504,13.5,1.5,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264983520,HP,Intel Core i5 8th Gen.,Laptop,nan,HP ZBook 14u G5,197.95,8.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.7,False,Very Good,Windows 10 Pro,128 GB,Unknown,SSD
85264983521,Dell,Intel Core i5 4th Gen.,Laptop,nan,Latitude 14 Rugged Extreme 7404,49.95,Unknown,Unknown,1366 x 768,14.0,Unknown,False,Not Working,Unknown,Unknown,Unknown,Unknown
85264983522,Dell,Intel Core i5-7300U 7th Gen.,Laptop,2018,Dell Latitude 5490,134.96,8.0,Intel UHD Graphics 620,1366 x 768,14.0,2.9,False,Good,Windows 10 Pro,Unknown,Unknown,SSD
85264983523,Lenovo,AMD Ryzen 7 Pro 3700U,Laptop,nan,ThinkPad,299,16.0,AMD Radeon Vega,1920 x 1080,14.0,2.3,False,Good,Windows 11 Pro,512 GB,16 GB,SSD
85264983524,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7490,363,16.0,Intel UHD Graphics 620,1342 x 755,14.0,4.2,False,Good,Windows 11 Pro,512 GB,Unknown,SSD
85264983525,Dell,i5-8350U,Laptop,nan,Dell Latitude 5400,200,8.0,Unknown,1920 x 1080,14.0,Unknown,False,Good,Unknown,Unknown,Unknown,SSD
85264983526,Dell,Intel Core i7-6600U @ 2.6GHz,Laptop,nan,E7470,140,Unknown,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 10 Pro,Unknown,Unknown,Unknown
85264983527,Dell,Intel Core i5 6th Gen.,Laptop,nan,Dell Latitude Rugged 5414,297,8.0,Unknown,1342 x 755,14.0,2.4,False,Good,Windows 10 Pro,512 GB,512 GB,SSD
85264983528,Lenovo,Intel Core i7 3rd Gen.,Laptop,nan,Lenovo ThinkPad W530,282,16.0,NVIDIA Quadro K1000M,1496 x 841,15.6,2.6,False,Very Good,Windows 10 Pro,512 GB,512 GB,SSD
85264983529,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad T490s,225,8.0,Intel UHD Graphics,1920 x 1080,14.0,Unknown,False,Good,Windows 11 Pro,512 GB,Unknown,SSD
85264983532,Dell,Intel Core i5 vPro 8th Gen,Laptop,2019,Dell Latitude 7490,245,32.0,Intel UHD Graphics 620,1366 x 768,14.0,1.7,False,Good,Windows 10 Pro,1 TB,1 TB,SSD
85264983533,Lenovo,Intel Core i7 7th Gen.,Laptop,nan,Lenovo Thinkpad P51,584.95,32.0,NVIDIA Quadro M2200,3840 x 2160,15.6,3.0,False,Very Good,Windows 10 Pro,512 GB,Unknown,SSD
85264983534,Dell,Intel Core i5 6th Gen.,Laptop,2017,Dell Latitude 5480,169.99,8.0,Unknown,1342 x 755,14.0,Unknown,False,Very Good,Windows 10 Pro,240 GB,Unknown,SSD
85264983535,HP,Intel Core i5 11th Gen.,Laptop,nan,HP EliteBook 840 G8,494.23,16.0,Unknown,1342 x 755,14.0,2.4,False,Good,Windows 11 Home,256 GB,Unknown,SSD
85264983536,Dell,Intel Core i7 9th Gen.,Laptop,nan,Dell Precision 7540,399.99,32.0,Unknown,1920 x 1080,15.6,2.6,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264983537,HP,Intel Core i5-1135G7,Unknown,nan,HP Pavilion x360 14-dw1013dx,438.99,8.0,Intel Integrated Graphics,1920 x 1080,14.0,2.4,False,New,Windows 11 Home,256 GB,Unknown,SSD
85264983538,Dell,Intel Core i5 12th Gen.,Laptop,nan,Dell Inspiron 15 3520,479,16.0,Intel Iris Xe,1920 x 1080,15.6,2.0,Unknown,Unknown,Windows 11 Home,512 GB,512 GB,SSD
85264983539,Dell,Intel Celeron N,Laptop,2017,Dell Chromebook 11 3180,33.95,4.0,Unknown,1366 x 768,11.6,1.6,False,Good,Chrome OS,16 GB,Unknown,SSD
85264983540,Panasonic,Intel Core m5 6th Gen.,Unknown,2019,Panasonic Toughpad FZ-Q2,250,8.0,Unknown,1920 x 1080,12.5,1.1,False,Good,Windows 10 Pro,128 GB,128 GB,SSD
85264983541,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Precision 5530,388,32.0,NVIDIA Quadro P1000,1920 x 1080,15.6,2.6,False,Good,Unknown,512 GB,512 GB,SSD
85264983543,Fujitsu,Quad Core,Tablet,nan,Fujitsu QUADERNO A4 (2nd Gen.),499,4.0,Unknown,2200 x 1650,13.3,1.8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
85264983545,HP,Intel Celeron N,Laptop,nan,HP Chromebook 11 G4,85,4.0,Unknown,1366 x 768,11.6,Unknown,False,Good,Chrome OS,16 GB,16 GB,SSD
85264983546,Apple,Intel Core i5 8th Gen.,Laptop,2019,"Apple MacBook Pro 13""",461.24,16.0,Unknown,1275 x 717,13.3,1.4,False,Good,macOS,512 GB,Unknown,SSD
85264983547,HP,Intel Celeron N,Laptop,nan,47X83UA#ABA,110.95,4.0,Intel UHD Graphics,1366 x 768,14.0,1.1,False,Unknown,Windows 11 Home,64 GB,64 GB,SSD
85264983548,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7490,363,16.0,Intel UHD Graphics 620,1342 x 755,14.0,4.2,False,Good,Windows 11 Pro,512 GB,Unknown,SSD
85264983549,Dell,Intel Core i3 8th Gen.,Unknown,nan,Dell Inspiron 15 3000,55.99,Unknown,Unknown,1496 x 841,15.6,Unknown,False,Unknown,Unknown,Unknown,Unknown,Unknown
